order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,item_count,total_item_price,total_freight,product_id,product_category_name_english,total_payment_value,payment_installments,payment_type,review_score,order_revenue,purchase_month,purchase_year,purchase_dow,purchase_hour,delivery_days_actual,delivery_delay
ord_252,cust_293,delivered,2023-02-18,2023-02-18 18:00:00,2023-02-19,2023-02-22,2023-02-28,u_cust_293,7709,Belo Horizonte,BA,7709,-22.96322220726691,-46.60642217985424,Unknown,Unknown,1.0,294.38129281335944,6.629326766932323,prod_36,watches_gifts,390.5042973703109,8,boleto,1.0,301.01061958029175,2,2023,5,0,4,-6
ord_253,cust_795,delivered,2023-02-11,2023-02-11 16:00:00,2023-02-12,2023-02-24,2023-02-21,u_cust_795,5289,Salvador,SP,5289,-22.157521961798437,-46.20435865511455,Unknown,Unknown,2.0,620.3052869251659,60.258337195399434,prod_0,health_beauty,529.5707359617948,1,credit_card,2.0,680.5636241205654,2,2023,5,0,13,3
ord_254,cust_276,delivered,2023-06-15,2023-06-15 09:00:00,2023-06-17,2023-06-23,2023-06-25,u_cust_276,3327,Belo Horizonte,BA,3327,-22.61741117632908,-46.45348395498277,Unknown,Unknown,5.0,1622.3252382192097,142.18090580764323,prod_1,watches_gifts,335.0547577345203,5,credit_card,3.0,1764.506144026853,6,2023,3,0,8,-2
ord_255,cust_437,delivered,2023-03-23,2023-03-23 19:00:00,2023-03-24,2023-04-04,2023-04-02,u_cust_437,8543,Belo Horizonte,MG,8543,-22.69458946902849,-46.95747536648091,Unknown,Unknown,1.0,260.8833164267064,19.57906736195448,prod_4,bed_bath_table,279.0768382858982,1,debit_card,2.0,280.4623837886609,3,2023,3,0,12,2
ord_256,cust_106,delivered,2023-10-18,2023-10-18 22:00:00,2023-10-20,2023-10-29,2023-10-28,u_cust_106,7910,Sao Paulo,RJ,7910,-22.848908952394613,-46.37508373781392,Unknown,Unknown,,,,,,208.0692107366558,4,boleto,4.0,,10,2023,2,0,11,1
ord_257,cust_657,delivered,2023-06-07,2023-06-07 05:00:00,2023-06-09,2023-06-18,2023-06-17,u_cust_657,7941,Belo Horizonte,SP,7941,-22.07732417147576,-46.9084648825172,Unknown,Unknown,3.0,840.3405464721687,68.97657916954408,prod_1,watches_gifts,60.97244056720103,8,boleto,3.0,909.3171256417128,6,2023,2,0,11,1
ord_258,cust_419,delivered,2023-08-04,2023-08-04 02:00:00,2023-08-06,2023-08-16,2023-08-14,u_cust_419,8723,Salvador,SP,8723,-22.24392838977824,-46.24330822672397,Unknown,Unknown,1.0,475.9180186334556,35.2525473263336,prod_33,sports_leisure,1151.809965485109,1,boleto,2.0,511.1705659597892,8,2023,4,0,12,2
ord_259,cust_610,delivered,2023-06-07,2023-06-07 15:00:00,2023-06-09,2023-06-19,2023-06-17,u_cust_610,2633,Sao Paulo,BA,2633,-22.2575794881286,-46.384223685302345,Unknown,Unknown,,,,,,771.1123797875828,2,credit_card,1.0,,6,2023,2,0,12,2
ord_260,cust_428,delivered,2023-05-14,2023-05-14 07:00:00,2023-05-16,2023-05-21,2023-05-24,u_cust_428,1417,Belo Horizonte,RJ,1417,-22.369541702757576,-46.42954208471214,Unknown,Unknown,,,,,,362.6868348624232,1,debit_card,4.0,,5,2023,6,0,7,-3
ord_261,cust_374,delivered,2023-03-08,2023-03-08 04:00:00,2023-03-09,2023-03-11,2023-03-18,u_cust_374,1559,Belo Horizonte,BA,1559,-22.538858222119305,-46.757764339924194,Unknown,Unknown,1.0,287.3632670303017,44.91979306334017,prod_11,bed_bath_table,1174.7979203007594,7,boleto,5.0,332.2830600936419,3,2023,2,0,3,-7
ord_262,cust_72,delivered,2023-12-02,2023-12-02 01:00:00,2023-12-03,2023-12-14,2023-12-12,u_cust_72,7331,Rio de Janeiro,MG,7331,-22.92694135396722,-46.93176231689696,Unknown,Unknown,,,,,,513.1921183874413,2,boleto,5.0,,12,2023,5,0,12,2
ord_263,cust_633,delivered,2023-01-07,2023-01-07 13:00:00,2023-01-09,2023-01-11,2023-01-17,u_cust_633,5976,Rio de Janeiro,MG,5976,-22.32454438197675,-46.086815395908914,Unknown,Unknown,,,,,,419.7179978216839,1,voucher,1.0,,1,2023,5,0,4,-6
ord_264,cust_29,delivered,2023-01-14,2023-01-14 20:00:00,2023-01-15,2023-01-21,2023-01-24,u_cust_29,5658,Salvador,MG,5658,-22.981451804275597,-46.38795037855185,Unknown,Unknown,2.0,675.3236800796219,34.249673341773054,prod_11,bed_bath_table,805.7283876667964,6,boleto,4.0,709.5733534213949,1,2023,5,0,7,-3
ord_265,cust_187,delivered,2023-03-14,2023-03-14 22:00:00,2023-03-16,2023-03-19,2023-03-24,u_cust_187,2930,Salvador,BA,2930,-22.42055158075131,-46.73871263966316,Unknown,Unknown,3.0,449.74195845683016,141.6101886111632,prod_15,watches_gifts,744.3435432082227,6,debit_card,4.0,591.3521470679934,3,2023,1,0,5,-5
ord_266,cust_363,delivered,2023-06-12,2023-06-12 07:00:00,2023-06-14,2023-06-19,2023-06-22,u_cust_363,9308,Sao Paulo,MG,9308,-22.121066781547693,-46.366696673601325,Unknown,Unknown,2.0,661.4194255621277,65.35984156952979,prod_18,watches_gifts,407.75762795904944,2,voucher,4.0,726.7792671316574,6,2023,0,0,7,-3
ord_267,cust_799,delivered,2023-03-07,2023-03-07 15:00:00,2023-03-08,2023-03-09,2023-03-17,u_cust_799,9915,Rio de Janeiro,MG,9915,-22.69474637089956,-46.32728747351323,Unknown,Unknown,1.0,139.38818901949983,7.541754080156693,prod_24,health_beauty,398.2355242228052,1,voucher,4.0,146.92994309965653,3,2023,1,0,2,-8
ord_268,cust_450,delivered,2023-12-13,2023-12-13 23:00:00,2023-12-14,2023-12-24,2023-12-23,u_cust_450,6104,Salvador,RJ,6104,-22.553737748190105,-46.12785314014113,Unknown,Unknown,,,,,,219.75787911423413,3,voucher,5.0,,12,2023,2,0,11,1
ord_269,cust_194,delivered,2023-05-10,2023-05-10 14:00:00,2023-05-11,2023-05-23,2023-05-20,u_cust_194,8098,Rio de Janeiro,SP,8098,-22.300441040548368,-46.467126320838496,Unknown,Unknown,,,,,,445.8245405521585,5,credit_card,2.0,,5,2023,2,0,13,3
ord_270,cust_155,delivered,2023-07-25,2023-07-25 23:00:00,2023-07-26,2023-07-27,2023-08-04,u_cust_155,2853,Sao Paulo,SP,2853,-22.821515925652918,-46.29561392148263,Unknown,Unknown,2.0,664.2484070524796,60.44959829274589,prod_37,computers_accessories,684.4560587419521,6,voucher,4.0,724.6980053452255,7,2023,1,0,2,-8
ord_271,cust_171,delivered,2023-10-03,2023-10-03 19:00:00,2023-10-04,2023-10-07,2023-10-13,u_cust_171,6172,Sao Paulo,MG,6172,-22.670030686055306,-46.47851137829411,Unknown,Unknown,,,,,,162.3121523737428,3,boleto,2.0,,10,2023,1,0,4,-6
ord_272,cust_40,delivered,2023-09-13,2023-09-13 22:00:00,2023-09-15,2023-09-22,2023-09-23,u_cust_40,8513,Salvador,BA,8513,-22.78422500355731,-46.4233266822408,Unknown,Unknown,2.0,379.92195490607037,51.851465179056476,prod_14,computers_accessories,500.6555811027416,9,credit_card,4.0,431.7734200851269,9,2023,2,0,9,-1
ord_273,cust_62,delivered,2023-09-23,2023-09-23 20:00:00,2023-09-24,2023-10-02,2023-10-03,u_cust_62,2016,Salvador,SP,2016,-22.230563338398905,-46.29850938447064,Unknown,Unknown,1.0,438.95851239359376,5.653179253742396,prod_9,health_beauty,768.4196639979308,5,credit_card,3.0,444.61169164733616,9,2023,5,0,9,-1
ord_274,cust_22,delivered,2023-01-25,2023-01-25 18:00:00,2023-01-26,2023-02-06,2023-02-04,u_cust_22,3558,Rio de Janeiro,MG,3558,-22.18051927829938,-46.5984837458154,Unknown,Unknown,2.0,347.2253830913755,72.14797038768823,prod_27,computers_accessories,870.530292456107,2,credit_card,3.0,419.3733534790637,1,2023,2,0,12,2
ord_275,cust_359,delivered,2023-10-08,2023-10-08 10:00:00,2023-10-09,2023-10-13,2023-10-18,u_cust_359,9311,Belo Horizonte,BA,9311,-22.1666086858954,-46.10940623987809,Unknown,Unknown,1.0,205.84797159484847,23.20902627980447,prod_5,watches_gifts,1315.9949119550645,6,credit_card,3.0,229.05699787465295,10,2023,6,0,5,-5
ord_276,cust_74,delivered,2023-09-10,2023-09-10 09:00:00,2023-09-12,2023-09-17,2023-09-20,u_cust_74,9684,Rio de Janeiro,BA,9684,-22.925602375628053,-46.37409976707601,Unknown,Unknown,1.0,487.6663822930292,29.56561516700634,prod_15,watches_gifts,159.7289091099424,8,credit_card,4.0,517.2319974600355,9,2023,6,0,7,-3
ord_277,cust_559,delivered,2023-11-06,2023-11-06 08:00:00,2023-11-07,2023-11-15,2023-11-16,u_cust_559,4330,Rio de Janeiro,SP,4330,-22.335646047340614,-46.49025754995738,Unknown,Unknown,1.0,56.62517800355818,14.610528515128657,prod_29,health_beauty,676.3406582212633,6,credit_card,2.0,71.23570651868684,11,2023,0,0,9,-1
ord_278,cust_671,delivered,2023-10-16,2023-10-16 10:00:00,2023-10-18,2023-10-24,2023-10-26,u_cust_671,7327,Belo Horizonte,SP,7327,-22.89803163103708,-46.35853914766778,Unknown,Unknown,2.0,293.87363161769997,36.71608464962861,prod_15,watches_gifts,500.8689493240987,4,credit_card,5.0,330.5897162673286,10,2023,0,0,8,-2
ord_279,cust_117,delivered,2023-06-13,2023-06-13 17:00:00,2023-06-14,2023-06-25,2023-06-23,u_cust_117,3790,Rio de Janeiro,SP,3790,-22.72884963882278,-46.09562316633901,Unknown,Unknown,,,,,,567.5562476052514,6,voucher,1.0,,6,2023,1,0,12,2
ord_280,cust_611,delivered,2023-04-05,2023-04-05 02:00:00,2023-04-06,2023-04-13,2023-04-15,u_cust_611,8266,Sao Paulo,BA,8266,-22.231913458692283,-46.45349486188668,Unknown,Unknown,1.0,269.81892422690385,13.632625157045476,prod_33,sports_leisure,965.201588485978,8,debit_card,5.0,283.4515493839493,4,2023,2,0,8,-2
ord_281,cust_379,delivered,2023-09-27,2023-09-27 06:00:00,2023-09-29,2023-10-11,2023-10-07,u_cust_379,1580,Belo Horizonte,SP,1580,-22.22725585545359,-46.80098230798501,Unknown,Unknown,2.0,654.304436900597,60.25165671975994,prod_1,watches_gifts,518.5315439425937,8,boleto,4.0,714.5560936203569,9,2023,2,0,14,4
ord_282,cust_678,delivered,2023-11-17,2023-11-17 05:00:00,2023-11-18,2023-11-22,2023-11-27,u_cust_678,8941,Belo Horizonte,MG,8941,-22.443043870139263,-46.97466234705203,Unknown,Unknown,2.0,486.5619890899584,89.98566914497216,prod_12,computers_accessories,744.7681858614474,2,boleto,3.0,576.5476582349305,11,2023,4,0,5,-5
ord_283,cust_289,delivered,2023-04-20,2023-04-20 09:00:00,2023-04-21,2023-04-30,2023-04-30,u_cust_289,4394,Sao Paulo,BA,4394,-22.85263559784509,-46.87461877132352,Unknown,Unknown,1.0,366.4642023439309,48.03106801413502,prod_41,sports_leisure,1389.254135010152,8,voucher,3.0,414.4952703580659,4,2023,3,0,10,0
ord_284,cust_439,delivered,2023-12-02,2023-12-02 05:00:00,2023-12-04,2023-12-15,2023-12-12,u_cust_439,1728,Salvador,BA,1728,-22.72803489222192,-46.47325214756995,Unknown,Unknown,1.0,406.8116985603497,15.49632610698764,prod_1,watches_gifts,110.83856064586216,6,voucher,2.0,422.30802466733735,12,2023,5,0,13,3
ord_285,cust_667,delivered,2023-11-06,2023-11-06 18:00:00,2023-11-07,2023-11-17,2023-11-16,u_cust_667,3180,Belo Horizonte,MG,3180,-22.825300648579105,-46.8421730187002,Unknown,Unknown,1.0,427.9244502065716,6.615173803501959,prod_10,bed_bath_table,356.2453294296895,2,credit_card,4.0,434.5396240100735,11,2023,0,0,11,1
ord_286,cust_6,delivered,2023-08-26,2023-08-26 20:00:00,2023-08-28,2023-09-02,2023-09-05,u_cust_6,1466,Rio de Janeiro,RJ,1466,-22.47008939143905,-46.90757708309493,Unknown,Unknown,,,,,,554.0085584125698,1,debit_card,5.0,,8,2023,5,0,7,-3
ord_287,cust_195,delivered,2023-01-25,2023-01-25 09:00:00,2023-01-27,2023-02-07,2023-02-04,u_cust_195,7546,Belo Horizonte,BA,7546,-22.662607168751236,-46.05463362737061,Unknown,Unknown,1.0,491.63788303625824,31.567143434173733,prod_12,computers_accessories,842.9076540742716,6,credit_card,4.0,523.205026470432,1,2023,2,0,13,3
ord_288,cust_420,delivered,2023-05-21,2023-05-21 17:00:00,2023-05-23,2023-06-02,2023-05-31,u_cust_420,5380,Sao Paulo,MG,5380,-22.217965730115083,-46.38449144473496,Unknown,Unknown,1.0,484.6255024495787,20.383952079305764,prod_0,health_beauty,1315.9949119550645,7,voucher,4.0,505.0094545288844,5,2023,6,0,12,2
ord_289,cust_567,delivered,2023-04-27,2023-04-27 17:00:00,2023-04-29,2023-05-01,2023-05-07,u_cust_567,8575,Belo Horizonte,SP,8575,-22.007751420844425,-46.44024150707071,Unknown,Unknown,,,,,,351.0473074979418,5,credit_card,3.0,,4,2023,3,0,4,-6
ord_290,cust_192,delivered,2023-01-25,2023-01-25 12:00:00,2023-01-27,2023-01-31,2023-02-04,u_cust_192,1659,Belo Horizonte,MG,1659,-22.134157711250417,-46.260296865552185,Unknown,Unknown,,,,,,238.6467228430328,8,boleto,5.0,,1,2023,2,0,6,-4
ord_291,cust_558,delivered,2023-03-20,2023-03-20 07:00:00,2023-03-21,2023-03-26,2023-03-30,u_cust_558,9053,Rio de Janeiro,MG,9053,-22.865340838615545,-46.488193602561374,Unknown,Unknown,,,,,,388.258315200756,9,boleto,1.0,,3,2023,0,0,6,-4
ord_292,cust_147,delivered,2023-03-09,2023-03-09 03:00:00,2023-03-10,2023-03-15,2023-03-19,u_cust_147,4748,Rio de Janeiro,RJ,4748,-22.05499421699132,-46.74744545259139,Unknown,Unknown,1.0,286.8377681956738,33.92481477282317,prod_41,sports_leisure,1269.8473251740506,4,credit_card,3.0,320.762582968497,3,2023,3,0,6,-4
ord_293,cust_786,delivered,2023-06-22,2023-06-22 10:00:00,2023-06-23,2023-07-01,2023-07-02,u_cust_786,1005,Belo Horizonte,BA,1005,-22.324108111291707,-46.57696382091782,Unknown,Unknown,3.0,1003.3528641384898,90.78201292186934,prod_25,sports_leisure,726.7792671316574,7,debit_card,5.0,1094.1348770603593,6,2023,3,0,9,-1
ord_294,cust_668,delivered,2023-01-12,2023-01-12 02:00:00,2023-01-14,2023-01-22,2023-01-22,u_cust_668,5892,Rio de Janeiro,MG,5892,-22.152425970209737,-46.36085526187686,Unknown,Unknown,,,,,,291.65868007871927,8,credit_card,2.0,,1,2023,3,0,10,0
ord_295,cust_201,delivered,2023-10-15,2023-10-15 03:00:00,2023-10-17,2023-10-29,2023-10-25,u_cust_201,9680,Rio de Janeiro,RJ,9680,-22.482713232232072,-46.383261919425095,Unknown,Unknown,1.0,481.5830031801474,33.98118967003748,prod_9,health_beauty,445.7770754144672,6,credit_card,3.0,515.5641928501849,10,2023,6,0,14,4
ord_296,cust_443,delivered,2023-05-08,2023-05-08 16:00:00,2023-05-10,2023-05-18,2023-05-18,u_cust_443,3504,Salvador,RJ,3504,-22.26048976684293,-46.192497474886174,Unknown,Unknown,1.0,126.59945034031512,39.9189582416859,prod_45,sports_leisure,306.5823735263926,2,debit_card,2.0,166.51840858200103,5,2023,0,0,10,0
ord_297,cust_418,delivered,2023-04-06,2023-04-06 02:00:00,2023-04-08,2023-04-20,2023-04-16,u_cust_418,2066,Belo Horizonte,RJ,2066,-22.4633710956982,-46.11355498860274,Unknown,Unknown,1.0,325.25099683588815,5.12789691487876,prod_23,bed_bath_table,335.0547577345203,7,debit_card,3.0,330.3788937507669,4,2023,3,0,14,4
ord_298,cust_426,delivered,2023-04-02,2023-04-02 10:00:00,2023-04-03,2023-04-09,2023-04-12,u_cust_426,9967,Rio de Janeiro,BA,9967,-22.26790163017731,-46.09938326789805,Unknown,Unknown,,,,,,397.3665185237917,9,debit_card,4.0,,4,2023,6,0,7,-3
ord_299,cust_478,delivered,2023-05-21,2023-05-21 06:00:00,2023-05-22,2023-05-28,2023-05-31,u_cust_478,8266,Belo Horizonte,RJ,8266,-22.231913458692283,-46.45349486188668,Unknown,Unknown,2.0,553.3531408873772,31.419883648259574,prod_29,health_beauty,70.30747466177965,5,boleto,5.0,584.7730245356368,5,2023,6,0,7,-3
ord_300,cust_474,delivered,2023-01-31,2023-01-31 22:00:00,2023-02-02,2023-02-10,2023-02-10,u_cust_474,5946,Belo Horizonte,MG,5946,-22.70305490404643,-46.74347957267419,Unknown,Unknown,1.0,485.10457379950384,16.75603096041121,prod_44,sports_leisure,292.5267813339393,2,credit_card,2.0,501.8606047599151,1,2023,1,0,10,0
ord_301,cust_125,delivered,2023-11-30,2023-11-30 11:00:00,2023-12-02,2023-12-05,2023-12-10,u_cust_125,7892,Salvador,MG,7892,-22.188286402279164,-46.13149560940323,Unknown,Unknown,1.0,155.25999080444768,33.28448138954875,prod_39,sports_leisure,109.18216972925644,4,voucher,3.0,188.54447219399643,11,2023,3,0,5,-5
ord_302,cust_394,delivered,2023-01-20,2023-01-20 23:00:00,2023-01-21,2023-01-27,2023-01-30,u_cust_394,5452,Salvador,BA,5452,-22.80762690773753,-46.546843255694974,Unknown,Unknown,,,,,,409.5291175373425,3,debit_card,2.0,,1,2023,4,0,7,-3
ord_303,cust_575,delivered,2023-05-26,2023-05-26 07:00:00,2023-05-28,2023-05-31,2023-06-05,u_cust_575,5964,Belo Horizonte,MG,5964,-22.208511617655244,-46.94666993179325,Unknown,Unknown,1.0,337.4480671409578,18.657330430505684,prod_5,watches_gifts,538.6157723775019,4,debit_card,3.0,356.10539757146347,5,2023,4,0,5,-5
ord_304,cust_324,delivered,2023-11-12,2023-11-12 15:00:00,2023-11-14,2023-11-24,2023-11-22,u_cust_324,7655,Salvador,BA,7655,-22.11199115399736,-46.0915364857396,Unknown,Unknown,,,,,,1190.296172868122,7,credit_card,3.0,,11,2023,6,0,12,2
ord_305,cust_391,delivered,2023-06-09,2023-06-09 06:00:00,2023-06-11,2023-06-11,2023-06-19,u_cust_391,3479,Salvador,RJ,3479,-22.93712421788551,-46.56891795351651,Unknown,Unknown,2.0,481.74830775131636,56.38916624220913,prod_26,health_beauty,528.8959172312923,8,voucher,1.0,538.1374739935255,6,2023,4,0,2,-8
ord_306,cust_687,delivered,2023-12-15,2023-12-15 20:00:00,2023-12-16,2023-12-23,2023-12-25,u_cust_687,8350,Belo Horizonte,RJ,8350,-22.97582195624583,-46.44358086888785,Unknown,Unknown,4.0,1114.9799717419003,154.86735343215025,prod_20,health_beauty,1174.7979203007594,1,credit_card,1.0,1269.8473251740506,12,2023,4,0,8,-2
ord_307,cust_627,delivered,2023-02-12,2023-02-12 09:00:00,2023-02-13,2023-02-23,2023-02-22,u_cust_627,3048,Sao Paulo,SP,3048,-22.5831507605066,-46.9802679043316,Unknown,Unknown,1.0,102.64097050527155,48.73778803669125,prod_39,sports_leisure,228.58270809665555,8,credit_card,1.0,151.3787585419628,2,2023,6,0,11,1
ord_308,cust_439,delivered,2023-09-11,2023-09-11 22:00:00,2023-09-13,2023-09-23,2023-09-21,u_cust_439,1728,Salvador,BA,1728,-22.72803489222192,-46.47325214756995,Unknown,Unknown,3.0,1092.8035262572052,97.49264661091688,prod_0,health_beauty,479.5001141646626,5,debit_card,2.0,1190.296172868122,9,2023,0,0,12,2
ord_309,cust_203,delivered,2023-05-10,2023-05-10 20:00:00,2023-05-11,2023-05-23,2023-05-20,u_cust_203,2959,Sao Paulo,BA,2959,-22.98809553115215,-46.62994196395384,Unknown,Unknown,1.0,449.9091934706408,7.822497713650645,prod_15,watches_gifts,496.8880821229988,7,debit_card,4.0,457.73169118429144,5,2023,2,0,13,3
ord_310,cust_485,delivered,2023-03-01,2023-03-01 12:00:00,2023-03-03,2023-03-08,2023-03-11,u_cust_485,2062,Rio de Janeiro,MG,2062,-22.529408184198218,-46.75893466966768,Unknown,Unknown,1.0,418.7683465254851,38.034886155390616,prod_28,bed_bath_table,528.4698757186519,1,boleto,3.0,456.8032326808757,3,2023,2,0,7,-3
ord_311,cust_30,delivered,2023-05-31,2023-05-31 19:00:00,2023-06-02,2023-06-10,2023-06-10,u_cust_30,2899,Rio de Janeiro,RJ,2899,-22.040869067072087,-46.722284360759424,Unknown,Unknown,1.0,58.44296464215739,39.50173570985667,prod_8,sports_leisure,1316.3109793026365,2,voucher,5.0,97.94470035201405,5,2023,2,0,10,0
ord_312,cust_387,delivered,2023-10-14,2023-10-14 20:00:00,2023-10-15,2023-10-22,2023-10-24,u_cust_387,3744,Belo Horizonte,SP,3744,-22.06817427693838,-46.10766152977919,Unknown,Unknown,,,,,,499.1691021641357,1,voucher,1.0,,10,2023,5,0,8,-2
ord_313,cust_624,delivered,2023-01-05,2023-01-05 03:00:00,2023-01-07,2023-01-19,2023-01-15,u_cust_624,8245,Sao Paulo,SP,8245,-22.14355695535457,-46.28499803110231,Unknown,Unknown,,,,,,531.0238876978694,5,debit_card,2.0,,1,2023,3,0,14,4
ord_314,cust_433,delivered,2023-09-23,2023-09-23 15:00:00,2023-09-25,2023-10-01,2023-10-03,u_cust_433,1825,Belo Horizonte,MG,1825,-22.7755271305714,-46.63499650441628,Unknown,Unknown,1.0,176.81073081523922,27.77373930832299,prod_38,health_beauty,269.52325378255193,6,debit_card,2.0,204.58447012356223,9,2023,5,0,8,-2
ord_315,cust_375,delivered,2023-12-11,2023-12-11 02:00:00,2023-12-12,2023-12-14,2023-12-21,u_cust_375,4672,Belo Horizonte,RJ,4672,-22.961104187753172,-46.79848587457589,Unknown,Unknown,,,,,,301.01061958029175,9,debit_card,2.0,,12,2023,0,0,3,-7
ord_316,cust_343,delivered,2023-05-10,2023-05-10 21:00:00,2023-05-12,2023-05-23,2023-05-20,u_cust_343,4051,Sao Paulo,SP,4051,-22.65192962913886,-46.74740490688087,Unknown,Unknown,,,,,,540.7743467373825,8,voucher,5.0,,5,2023,2,0,13,3
ord_317,cust_442,delivered,2023-09-24,2023-09-24 02:00:00,2023-09-26,2023-10-06,2023-10-04,u_cust_442,6988,Rio de Janeiro,RJ,6988,-22.996463376296774,-46.110761862473176,Unknown,Unknown,1.0,301.09000056296344,23.50170195530624,prod_22,sports_leisure,550.49726674336,7,boleto,5.0,324.5917025182697,9,2023,6,0,12,2
ord_318,cust_578,delivered,2023-06-27,2023-06-27 22:00:00,2023-06-29,2023-07-07,2023-07-07,u_cust_578,7042,Rio de Janeiro,MG,7042,-22.200008327444465,-46.794275172470336,Unknown,Unknown,,,,,,330.6768063120406,5,voucher,1.0,,6,2023,1,0,10,0
ord_319,cust_74,delivered,2023-09-10,2023-09-10 03:00:00,2023-09-11,2023-09-21,2023-09-20,u_cust_74,9684,Rio de Janeiro,BA,9684,-22.925602375628053,-46.37409976707601,Unknown,Unknown,,,,,,736.4405819354141,3,debit_card,5.0,,9,2023,6,0,11,1
ord_320,cust_556,delivered,2023-02-25,2023-02-25 06:00:00,2023-02-27,2023-03-07,2023-03-07,u_cust_556,4486,Belo Horizonte,RJ,4486,-22.387277948058244,-46.9317341341445,Unknown,Unknown,1.0,229.92683476764552,39.721498901051625,prod_2,sports_leisure,639.7891013631885,9,debit_card,1.0,269.64833366869715,2,2023,5,0,10,0
ord_321,cust_771,delivered,2023-03-24,2023-03-24 15:00:00,2023-03-25,2023-03-31,2023-04-03,u_cust_771,1876,Salvador,SP,1876,-22.4521884152752,-46.72698800445997,Unknown,Unknown,2.0,136.14886733672793,76.17443955082612,prod_48,computers_accessories,1028.4377234649935,5,boleto,5.0,212.32330688755405,3,2023,4,0,7,-3
ord_322,cust_665,delivered,2023-04-09,2023-04-09 10:00:00,2023-04-11,2023-04-23,2023-04-19,u_cust_665,4177,Sao Paulo,RJ,4177,-22.406202540584573,-46.00661388797133,Unknown,Unknown,1.0,270.9107254672902,31.72732794245324,prod_1,watches_gifts,602.1601281805329,3,credit_card,5.0,302.63805340974346,4,2023,6,0,14,4
ord_323,cust_154,delivered,2023-05-29,2023-05-29 09:00:00,2023-05-31,2023-06-02,2023-06-08,u_cust_154,6232,Rio de Janeiro,BA,6232,-22.113093275607824,-46.32212687953133,Unknown,Unknown,,,,,,369.9511476753024,3,credit_card,5.0,,5,2023,0,0,4,-6
ord_324,cust_429,delivered,2023-11-25,2023-11-25 01:00:00,2023-11-27,2023-11-27,2023-12-05,u_cust_429,9306,Sao Paulo,BA,9306,-22.72554794979519,-46.1275868235133,Unknown,Unknown,1.0,365.6487941787878,19.070719926250646,prod_48,computers_accessories,538.1374739935255,3,voucher,1.0,384.71951410503846,11,2023,5,0,2,-8
ord_325,cust_362,delivered,2023-06-05,2023-06-05 16:00:00,2023-06-07,2023-06-10,2023-06-15,u_cust_362,9932,Salvador,BA,9932,-22.295594455837424,-46.33313336387944,Unknown,Unknown,,,,,,603.5812737472887,6,credit_card,3.0,,6,2023,0,0,5,-5
ord_326,cust_447,delivered,2023-07-09,2023-07-09 06:00:00,2023-07-10,2023-07-13,2023-07-19,u_cust_447,5079,Sao Paulo,MG,5079,-22.93165238181031,-46.226723777333184,Unknown,Unknown,,,,,,612.2642920021858,1,credit_card,1.0,,7,2023,6,0,4,-6
ord_327,cust_233,delivered,2023-09-20,2023-09-20 09:00:00,2023-09-21,2023-10-03,2023-09-30,u_cust_233,3557,Sao Paulo,RJ,3557,-22.379034903722808,-46.42714124838146,Unknown,Unknown,,,,,,337.26821234882755,4,voucher,3.0,,9,2023,2,0,13,3
ord_328,cust_562,delivered,2023-03-21,2023-03-21 04:00:00,2023-03-23,2023-03-23,2023-03-31,u_cust_562,9120,Sao Paulo,SP,9120,-22.2392054908466,-46.29459112602652,Unknown,Unknown,2.0,231.70782407525377,55.21624079194728,prod_1,watches_gifts,291.5728588092017,8,debit_card,2.0,286.924064867201,3,2023,1,0,2,-8
ord_329,cust_261,delivered,2023-09-09,2023-09-09 02:00:00,2023-09-11,2023-09-13,2023-09-19,u_cust_261,4354,Belo Horizonte,SP,4354,-22.563724344360438,-46.77369571384877,Unknown,Unknown,2.0,808.5201922722083,34.38746180206331,prod_30,sports_leisure,392.56422431801104,3,credit_card,2.0,842.9076540742716,9,2023,5,0,4,-6
ord_330,cust_124,delivered,2023-04-07,2023-04-07 04:00:00,2023-04-09,2023-04-12,2023-04-17,u_cust_124,7374,Salvador,MG,7374,-22.69840339255408,-46.42169237052942,Unknown,Unknown,,,,,,381.5242363440367,5,debit_card,1.0,,4,2023,4,0,5,-5
ord_331,cust_244,delivered,2023-09-17,2023-09-17 01:00:00,2023-09-19,2023-10-01,2023-09-27,u_cust_244,7944,Belo Horizonte,SP,7944,-22.870752306010772,-46.74024906389742,Unknown,Unknown,,,,,,193.610119887538,2,voucher,3.0,,9,2023,6,0,14,4
ord_332,cust_541,delivered,2023-09-17,2023-09-17 19:00:00,2023-09-19,2023-10-01,2023-09-27,u_cust_541,1823,Sao Paulo,RJ,1823,-22.699193838914567,-46.064729837418064,Unknown,Unknown,1.0,414.33707738704936,34.886874427451694,prod_25,sports_leisure,663.4948064181143,2,debit_card,3.0,449.22395181450105,9,2023,6,0,14,4
ord_333,cust_484,delivered,2023-04-13,2023-04-13 10:00:00,2023-04-15,2023-04-22,2023-04-23,u_cust_484,2167,Sao Paulo,SP,2167,-22.646975730641344,-46.150336622364094,Unknown,Unknown,2.0,283.2408261933227,80.79521644854395,prod_19,sports_leisure,156.5742296702923,7,debit_card,3.0,364.03604264186663,4,2023,3,0,9,-1
